"scenario","year","tas","tas_30yr"
"historical",1942,8.06893051356488,8.48718016860058
"historical",1943,7.60963552814643,8.47894284440412
"historical",1944,7.87185367104788,8.48630146830635
"historical",1945,7.8371602515652,8.47790795681724
"historical",1946,8.12028357100816,8.42569700178507
"historical",1947,8.45110674296342,8.41756616024683
"historical",1948,6.63671222957759,8.33604839710354
"historical",1949,7.67966174818067,8.29109491481098
"historical",1950,7.90523255230632,8.2667026339135
"historical",1951,9.00049020427549,8.26579746025037
"historical",1952,7.59357963520323,8.22947870897536
"historical",1953,8.35818272420807,8.23845507694322
"historical",1954,8.78156086124788,8.25934982450198
"historical",1955,7.99373235833157,8.21928094395921
"historical",1956,7.79036031420767,8.22215739228507
"historical",1957,7.27421323175302,8.1590059715873
"historical",1958,8.15037047503748,8.13577713772268
"historical",1959,8.77899303697562,8.11314111572103
"historical",1960,8.99619754311819,8.14728235218435
"historical",1961,8.30704638337438,8.15210727604369
"historical",1962,8.47246653935683,8.1679003172342
"historical",1963,8.29763141788851,8.18131995399977
"historical",1964,8.50820696054263,8.16647385700102
"historical",1965,7.60169819871042,8.14164810540463
"historical",1966,8.99232436924767,8.15694608005172
"historical",1967,8.30492210910747,8.1480660375445
"historical",1968,9.28094880984783,8.16009544860094
"historical",1969,8.13605589148119,8.17823351263267
"historical",1970,7.09349381956338,8.17277917594997
"historical",1971,7.27894671714471,8.10573328029946
"historical",1972,8.39989115397138,8.11676530164634
"historical",1973,8.63165876832729,8.15083274298571
"historical",1974,8.31768840633029,8.16569390082845
"historical",1975,8.03818183794416,8.17239462037442
"historical",1976,7.57488044780462,8.15421451626763
"historical",1977,7.5006912022421,8.12253399824359
"historical",1978,7.30318804179155,8.14474985865072
"historical",1979,6.91793221251608,8.11935887412857
"historical",1980,8.03340038862387,8.12363113533915
"historical",1981,7.42320932884741,8.07105510615822
"historical",1982,7.71576780554369,8.07512804516957
"historical",1983,9.02574329114942,8.09738006406761
"historical",1984,7.67601044868513,8.06052838364885
"historical",1985,8.23711589656466,8.06864116825662
"historical",1986,7.50651128063465,8.05917953380419
"historical",1987,8.1842550199326,8.08951426007684
"historical",1988,7.70160439913392,8.07455539088006
"historical",1989,8.17144198482986,8.05430368914186
